time,seconds_elapsed,z,y,x
1789156612625440500,0.2754404296875,0.009162978269159794,0.02076941914856434,-0.012217304669320583
1789156612705366000,0.355365966796875,0.32131510972976685,-0.6401867866516113,-0.9199630618095398
1789156612785322000,0.435322021484375,-0.48258355259895325,-0.9749409556388855,-0.46242499351501465
1789156612865247500,0.51524755859375,0.32009339332580566,-0.0861319974064827,-1.0488556623458862
1789156612945173000,0.595173095703125,-0.44104471802711487,0.27000242471694946,-0.2119702398777008
1789156613025129200,0.675129150390625,0.03726277872920036,0.2125810980796814,-0.3689626157283783
1789156613105024300,0.755024169921875,-0.394618958234787,-0.2125810980796814,-0.1111774742603302
1789156613184888600,0.834888671875,0.8484918475151062,1.598023533821106,0.7269296646118164
1789156613264783600,0.91478369140625,-0.3274237811565399,0.4386012554168701,0.13744467496871948
1789156613344678700,0.9946787109375,-0.32131510972976685,-0.8533787727355957,-0.7470881938934326
1789156613424573700,1.07457373046875,-0.029932396486401558,-0.2822197377681732,-0.25595253705978394
1789156613504438300,1.154438232421875,0.08429940044879913,0.12400564551353455,0.01160643994808197
1789156613584363800,1.23436376953125,0.039706241339445114,-0.08674286305904388,-0.03848451003432274
1789156613664289300,1.314289306640625,-0.04886921867728233,-0.17348572611808777,-0.13988813757896423
1789156613744245500,1.39424560546875,-0.051312681287527084,-0.05375614017248154,0.03726277872920036
1789156613824140300,1.474140380859375,-0.010995574295520782,-0.015271631069481373,-0.10506882518529892
1789156613904035300,1.554035400390625,0,-0.09162978827953339,-0.01466076634824276
1789156613983930400,1.633930419921875,0.006108652334660292,-0.1313360333442688,0.0024434609804302454
1789156614063764500,1.713764404296875,0.036041051149368286,-0.09896016865968704,-0.022602014243602753
1789156614143690000,1.79368994140625,0.051312681287527084,-0.022602014243602753,-0.01771509274840355
1789156614223615500,1.873615478515625,0.009773843921720982,-0.1062905490398407,0.036041051149368286
1789156614343488500,1.993488525390625,0.025656340643763542,-0.04581489413976669,0.05803219974040985
1789156614423383600,2.073383544921875,-0.01710422709584236,0.012828170321881771,-0.07208210229873657
1789156614503309000,2.15330908203125,-0.02321287989616394,-0.018325956538319588,-0.06475171446800232
1789156614583234600,2.233234619140625,0.00855211354792118,-0.0708603709936142,0.04764748737215996
1789156614663129600,2.313129638671875,-0.030543262138962746,-0.08002334833145142,0.059864792972803116
1789156614782972200,2.43297216796875,-0.11728613078594208,-0.059864792972803116,-0.06902777403593063
1789156614862867200,2.5128671875,-0.045204028487205505,-0.0354301854968071,-0.09285151958465576
1789156614942792700,2.592792724609375,-0.08674286305904388,0.09407325088977814,0.059864792972803116
1789156615062665700,2.712665771484375,-0.01771509274840355,-0.028099801391363144,0
1789156615142530300,2.7925302734375,-0.03726277872920036,-0.07819075137376785,-0.0507018156349659
1789156615222486300,2.872486328125,-0.01771509274840355,-0.04337143152952194,0.02687807008624077
1789156615302442500,2.9524423828125,0.028099801391363144,-0.06536258012056351,0.00366519158706069
1789156615422376400,3.07237646484375,-0.001832595793530345,-0.018325956538319588,-0.0024434609804302454
1789156615542280000,3.192280029296875,-0.00733038317412138,-0.03787364438176155,0.009162978269159794
1789156615662183700,3.31218359375,-0.012217304669320583,-0.019547687843441963,-0.003054326167330146
1789156615782056700,3.432056640625,-0.021380282938480377,-0.07269296050071716,-0.018936822190880775
1789156615862012700,3.5120126953125,-0.05009094998240471,-0.018325956538319588,-0.001832595793530345
1789156615941907700,3.59190771484375,-0.00366519158706069,-0.022602014243602753,-0.013439035043120384
1789156616021802800,3.671802734375,-0.0024434609804302454,-0.02382374368607998,-0.006719517521560192
1789156616101758700,3.7517587890625,-0.021991148591041565,-0.02321287989616394,-0.003054326167330146
1789156616181653800,3.83165380859375,0.00366519158706069,-0.06780604273080826,0.013439035043120384
1789156616261548800,3.911548828125,-0.009773843921720982,-0.2877175211906433,0.3891211748123169
1789156616341413400,3.991413330078125,0.00855211354792118,0.02076941914856434,-0.14477506279945374
1789156616421369300,4.071369384765625,0.007941247895359993,0.0354301854968071,0.024434609338641167
1789156616541212000,4.1912119140625,0.004886921960860491,0.04581489413976669,-0.001832595793530345
1789156616621046000,4.2710458984375,0.018936822190880775,-0.0403171069920063,-0.04214970022439957
1789156616700971500,4.350971435546875,0.009773843921720982,-0.031154127791523933,0.00733038317412138
1789156616780835800,4.4308359375,0.009162978269159794,-0.01771509274840355,-0.012217304669320583
1789156616860731000,4.51073095703125,0.0006108652451075613,-0.009162978269159794,-0.021380282938480377
1789156616940626000,4.5906259765625,0.006108652334660292,-0.04948008432984352,-0.025045474991202354
1789156617020521000,4.67052099609375,-0.013439035043120384,-0.03787364438176155,0.004886921960860491
1789156617100446500,4.750446533203125,-0.009162978269159794,0.02015855349600315,0.08552113175392151
1789156617180372000,4.8303720703125,0.06841690838336945,-0.14049901068210602,-0.24556782841682434
1789156617260328200,4.910328125,0.014049900695681572,-0.030543262138962746,0.030543262138962746
1789156617380201200,5.030201171875,0.056810468435287476,-0.1014036312699318,0.01038470957428217
1789156617460096300,5.11009619140625,0.02015855349600315,0.004886921960860491,-0.1569923609495163
1789156617579969300,5.22996923828125,-0.01771509274840355,0.004886921960860491,-0.02321287989616394
1789156617659925200,5.30992529296875,0.012828170321881771,-0.00855211354792118,-0.06780604273080826
1789156617739834400,5.38983447265625,0.04459316283464432,-0.013439035043120384,-0.07696902006864548
1789156617819729400,5.4697294921875,0.1270599663257599,0.01771509274840355,-0.00733038317412138
1789156617899655000,5.549655029296875,0.20525072515010834,-0.027488935738801956,0.02015855349600315
1789156617979550000,5.629550048828125,-0.010995574295520782,-0.12339477986097336,0.03420845419168472
1789156618099423000,5.749423095703125,0.024434609338641167,0.025656340643763542,0.2987131178379059
1789156618179287600,5.82928759765625,0.10445795953273773,0.042760565876960754,-0.051312681287527084
1789156618259243500,5.909243408203125,-0.014049900695681572,-0.13439035415649414,-0.19120082259178162
1789156618339138600,5.989138671875,0.07513642311096191,-0.16432274878025055,0.02321287989616394
1789156618419003100,6.069003173828125,-0.32559117674827576,-0.23457226157188416,-0.0757472887635231
1789156618498898200,6.148898193359375,-0.05864306539297104,0.06414084881544113,0.31154128909111023
1789156618578823700,6.22882373046875,-0.00855211354792118,0.05375614017248154,0.313373863697052
1789156618658749200,6.308749267578125,0.13561208546161652,0.3127630054950714,-0.060475658625364304
1789156618738644200,6.388644287109375,-0.04337143152952194,-0.036651913076639175,-0.1466076523065567
1789156618858486800,6.50848681640625,0.5222898125648499,0.09407325088977814,0.41599923372268677
1789156618938412300,6.588412353515625,0.37629300355911255,0.033597588539123535,0.06414084881544113
1789156619018337800,6.668337890625,0.42149701714515686,-0.029932396486401558,0.48747047781944275
1789156619098293800,6.748293701171875,0.17776179313659668,-0.21441370248794556,0.33536502718925476
1789156619178250000,6.82825,-0.10567969083786011,-0.1667662113904953,0.02382374368607998
1789156619258206000,6.9082060546875,-0.16004669666290283,-0.17959438264369965,0.13988813757896423
1789156619338101000,6.98810107421875,-0.3738495409488678,0.12522737681865692,-0.09834930300712585
1789156619458035000,7.108034912109375,-0.3237585723400116,0.02321287989616394,-0.01160643994808197
1789156619577908000,7.227907958984375,-0.23335053026676178,-0.10201449692249298,0.26083946228027344
1789156619657894700,7.307894775390625,-0.25595253705978394,-0.21624629199504852,0.182648703455925
1789156619737789700,7.387789794921875,-0.09407325088977814,-0.24617868661880493,-0.1007927656173706
1789156619817684700,7.467684814453125,0.17531833052635193,-0.051312681287527084,0.15332718193531036
1789156619937557800,7.587557861328125,-0.3530801236629486,-0.26633724570274353,-0.5204572081565857
1789156620017483300,7.667483154296875,0.31031954288482666,0.06169738993048668,0.3585779070854187
1789156620097470000,7.747469970703125,0.1612684279680252,0.11239920556545258,-0.03848451003432274
1789156620177365000,7.827364990234375,0.07147123664617538,0.021991148591041565,-0.05497787147760391
1789156620297299000,7.947298828125,0.05375614017248154,-0.22846360504627228,0.10934487730264664
1789156620377255000,8.0272548828125,-0.13561208546161652,-0.04153883829712868,-0.04642575979232788
1789156620497097500,8.147097412109375,-0.7409795522689819,-0.2779437005519867,-0.5314527750015259
1789156620577023000,8.22702294921875,-0.15332718193531036,-0.18570303916931152,-0.04459316283464432
1789156620656887600,8.306887451171875,-0.04459316283464432,-0.07696902006864548,0.1667662113904953
1789156620736874200,8.386874267578126,-0.18936823308467865,-0.18081611394882202,-0.10995574295520782
1789156620816708000,8.4667080078125,-0.02015855349600315,-0.07330382615327835,0.03726277872920036
1789156620896664300,8.546664306640626,0.2376265823841095,0.06169738993048668,0.048258353024721146
1789156620976589800,8.62658984375,0.2767219543457031,-0.21074850857257843,0.003054326167330146
1789156621056545800,8.7065458984375,0.7257078886032104,0.41722095012664795,0.16310101747512817
1789156621136410400,8.786410400390626,0.3335324227809906,0.04948008432984352,0.001832595793530345
1789156621216366300,8.866366455078126,0.36102136969566345,-0.00855211354792118,0.2431243658065796
1789156621296322300,8.946322265625,0.2565633952617645,-0.13377949595451355,0.16310101747512817
1789156621416164900,9.066164794921875,-0.11056660860776901,0.014049900695681572,0.1411098688840866
1789156621536068600,9.186068603515626,-0.7556403279304504,-0.036041051149368286,-0.5265658497810364
1789156621616024600,9.266024658203126,-0.09773843735456467,-0.11545353382825851,-0.3439171314239502
1789156621735928000,9.385927978515625,-0.17287486791610718,-0.11301007121801376,0.03787364438176155
1789156621815823000,9.465822998046875,-0.16493362188339233,-0.15027284622192383,0.14355333149433136
1789156621895718100,9.54571826171875,0.09346238523721695,-0.014049900695681572,-0.1771509200334549
1789156621975613200,9.62561328125,0.4502076804637909,1.0977247953414917,-0.1563815027475357
1789156622055569200,9.705569091796875,0.018936822190880775,0.32620203495025635,-0.3084869384765625
1789156622135494700,9.78549462890625,0.4715879559516907,-0.4807509481906891,0.19853121042251587
1789156622215451000,9.865450927734376,0.2590068578720093,-0.10995574295520782,0.2626720666885376
1789156622295406800,9.94540673828125,0.7391469478607178,0.19608774781227112,0.20952677726745605
1789156622375302000,10.025302001953126,0.23457226157188416,-0.22052235901355743,0.21991148591041565
1789156622455197000,10.105197021484376,-0.07819075137376785,-0.20097467303276062,0.060475658625364304
1789156622535122400,10.185122314453125,-0.7678576111793518,-0.27977627515792847,-0.3579670190811157
1789156622615017500,10.265017578125,-0.03420845419168472,0.45631635189056396,-0.16554448008537292
1789156622694973400,10.344973388671875,0.09407325088977814,-0.10690141469240189,0.5021312236785889
1789156622774929200,10.42492919921875,-0.08735372871160507,0.152105450630188,0.2217440903186798
1789156622854854700,10.504854736328125,-0.13744467496871948,0.04886921867728233,0.28649580478668213
1789156622934749700,10.584749755859375,-0.03787364438176155,-0.013439035043120384,-0.25961771607398987
1789156623014644700,10.664644775390625,0.40744712948799133,-0.006719517521560192,-0.04337143152952194
1789156623094570200,10.7445703125,-0.06536258012056351,-0.0910189226269722,-0.21380282938480377
1789156623174495700,10.824495849609375,0.07941248267889023,-0.09834930300712585,-0.2370157092809677
1789156623254390800,10.904390869140625,0.05375614017248154,0.033597588539123535,-0.11728613078594208
1789156623334285800,10.984285888671875,0.07696902006864548,-0.2993239760398865,0.05253441259264946
1789156623414241800,11.06424169921875,-0.01160643994808197,-0.18814650177955627,0.012217304669320583
1789156623494167300,11.144167236328125,-0.3139847218990326,-0.1716531366109848,0.025045474991202354
1789156623574062300,11.224062255859375,-0.6548475623130798,-0.19364428520202637,-0.24678955972194672
1789156623653987800,11.30398779296875,-0.6206390857696533,0.4544837474822998,-0.31459560990333557
1789156623733883000,11.3838828125,-0.33475416898727417,-0.16859880089759827,-0.06291911751031876
