time,seconds_elapsed,z,y,x
1789156612585431800,0.235431884765625,0.0012217304902151227,0.05375614017248154,-0.01771509274840355
1789156612645368300,0.295368408203125,0.0012217304902151227,0.05375614017248154,-0.01771509274840355
1789156612705335600,0.35533544921875,0.313373863697052,-0.607200026512146,-0.9254608750343323
1789156612765302500,0.415302490234375,-0.817948579788208,-0.8979719281196594,-0.5412266254425049
1789156612825239000,0.475239013671875,0.6243042945861816,-0.4862487316131592,-1.1924089193344116
1789156612885175600,0.535175537109375,-0.019547687843441963,-0.05314527451992035,-0.7483099102973938
1789156612945142500,0.595142578125,-0.4489859640598297,0.3029891550540924,-0.2174680233001709
1789156613005109800,0.65510986328125,-0.08368854224681854,0.37079519033432007,-0.3549126982688904
1789156613065015600,0.715015625,0.20463985204696655,-0.08002334833145142,-0.34513887763023376
1789156613124921600,0.774921630859375,-0.4642575979232788,-0.25045475363731384,-0.14844025671482086
1789156613184827600,0.83482763671875,0.8405506014823914,1.6310101747512817,0.7214318513870239
1789156613244733700,0.894733642578125,1.3836097717285156,1.8069393634796143,1.3897184133529663
1789156613304670200,0.954670166015625,-1.431868076324463,-0.6352998614311218,-0.7684684991836548
1789156613364606700,1.014606689453125,-0.2565633952617645,-1.054964303970337,-0.6994407176971436
1789156613424512800,1.0745126953125,-0.03787364438176155,-0.24923302233219147,-0.26145032048225403
1789156613484418800,1.134418701171875,0.08307767659425735,0.06475171446800232,-0.015882495790719986
1789156613544385800,1.1943857421875,0.048258353024721146,0.22846360504627228,-0.004886921960860491
1789156613604291800,1.254291748046875,0.015271631069481373,-0.09651670604944229,-0.11545353382825851
1789156613664258800,1.3142587890625,-0.056810468435287476,-0.14049901068210602,-0.14538592100143433
1789156613724225800,1.374225830078125,-0.07024950534105301,-0.12950342893600464,-0.039095375686883926
1789156613784131800,1.4341318359375,-0.03420845419168472,0.05497787147760391,0.021991148591041565
1789156613844098800,1.494098876953125,-0.004886921960860491,-0.02687807008624077,-0.1270599663257599
1789156613903974400,1.553974365234375,-0.007941247895359993,-0.05864306539297104,-0.02015855349600315
1789156613963911000,1.613910888671875,0.006108652334660292,-0.09896016865968704,-0.06291911751031876
1789156614023817000,1.67381689453125,0.021380282938480377,-0.02687807008624077,0.012217304669320583
1789156614083723000,1.733722900390625,0.03298672288656235,-0.05253441259264946,-0.02687807008624077
1789156614143659500,1.793659423828125,0.04337143152952194,0.01038470957428217,-0.02321287989616394
1789156614203596000,1.853595947265625,-0.0012217304902151227,-0.04642575979232788,0.025045474991202354
1789156614263532500,1.913532470703125,0.01038470957428217,0,-0.048258353024721146
1789156614323469000,1.973468994140625,0.039095375686883926,-0.024434609338641167,0.03848451003432274
1789156614383375000,2.033375,0.012217304669320583,0.018936822190880775,-0.028099801391363144
1789156614443342000,2.093342041015625,-0.029932396486401558,0.04703662544488907,-0.07147123664617538
1789156614563184600,2.2131845703125,0.014049900695681572,-0.05192354694008827,0.03481931984424591
1789156614623121200,2.27312109375,0.00427605677396059,-0.028099801391363144,0.028099801391363144
1789156614683057700,2.3330576171875,-0.05925392732024193,-0.00855211354792118,0.03237585723400116
1789156614742963700,2.392963623046875,-0.11423180252313614,0.08857546001672745,0.0403171069920063
1789156614802869800,2.452869873046875,-0.12339477986097336,-0.0959058403968811,-0.1215621829032898
1789156614862836700,2.512836669921875,-0.05314527451992035,-0.0024434609804302454,-0.09834930300712585
1789156614922773200,2.572773193359375,-0.07757988572120667,0.09712757170200348,0.006108652334660292
1789156614982709800,2.632709716796875,-0.07147123664617538,0.10323622822761536,0.0959058403968811
1789156615042646300,2.692646240234375,-0.00733038317412138,0.01038470957428217,-0.01710422709584236
1789156615102552300,2.75255224609375,-0.028099801391363144,-0.0354301854968071,0.018325956538319588
