time,accelerometer x,accelerometer y,accelerometer z,gyroscope x,gyroscope y,gyroscope z,latitude,longitude,speed
25.3,0.655349,0.509609,-0.056037,-0.071294,-0.110775,-0.268868,30.35177131,76.36453397,0.074
25.4,-0.209336,0.296076,2.407451,0.059484,0.122166,0.262323,30.35177135,76.36453405,0.099
25.5,-0.41549,-1.024178,2.61707,-0.475224,-0.082041,0.238612,30.35177141,76.36453414,0.127
25.6,0.108415,-0.315828,-0.098245,0.294499,-0.010575,0.627658,30.35177149,76.36453425,0.154
25.7,0.157557,-0.752517,-2.47892,0.236664,0.132965,0.317683,30.3517716,76.36453438,0.182
25.8,-0.12604,0.433552,-0.732712,0.272945,-0.622691,0.087607,30.35177172,76.36453452,0.21
25.9,0.773746,-0.198751,1.557154,0.445838,-0.383692,0.131973,30.35177187,76.36453468,0.238
26.0,0.97645,-0.74081,0.928147,-0.391021,0.230389,-0.755275,30.35177204,76.36453485,0.265
26.1,-0.215071,-0.702601,1.022695,-0.079189,0.01969,-0.627634,30.35177223,76.36453504,0.293
26.2,0.793783,-0.459229,-1.721834,0.281575,-0.035673,-0.154429,30.35177244,76.36453524,0.32
26.3,0.697966,0.041626,-2.595671,0.076055,0.03986,-0.126742,30.35177268,76.36453546,0.346
26.4,0.031154,0.268048,0.83941,-0.041447,-0.248392,-0.081931,30.35177293,76.36453569,0.373
26.5,-0.075436,0.191377,2.828845,-0.519132,0.10991,0.110814,30.35177321,76.36453593,0.399
26.6,-1.010551,-0.48734,0.762729,-0.070548,0.461531,0.307975,30.3517735,76.36453619,0.425
26.7,0.111449,-0.575538,-1.953536,0.078111,0.198016,0.194583,30.35177382,76.36453647,0.45
26.8,0.066412,-0.438602,-0.948159,0.182779,-0.305563,0.097263,30.35177415,76.36453675,0.475
26.9,-0.104884,0.103005,1.155446,0.354028,-0.273454,-0.022302,30.3517745,76.36453705,0.5
27.0,2.223628,0.160297,0.321191,-0.099471,-0.130551,-0.208147,30.35177488,76.36453737,0.525
27.1,-0.011077,-0.709849,1.294346,-0.559805,0.188869,-0.42257,30.35177527,76.36453769,0.549
27.2,1.275114,-0.154576,-1.476756,0.20893,0.001213,-0.152976,30.35177568,76.36453803,0.573
27.3,0.645494,0.270844,-2.546697,0.345703,0.020179,-0.085156,30.35177611,76.36453838,0.596
27.4,0.590166,0.553931,0.576791,-0.198213,-0.172678,-0.137495,30.35177655,76.36453875,0.619
27.5,-0.036874,0.656964,1.603384,0.155545,0.067325,0.288171,30.35177702,76.36453912,0.642
27.6,-1.154923,-0.626752,1.41194,-0.594956,0.514143,0.314992,30.3517775,76.36453951,0.665
27.7,0.919831,-0.246922,-1.398155,0.379733,0.165783,0.641705,30.351778,76.36453991,0.687
27.8,-0.17185,-0.225684,-2.02062,0.344004,-0.136407,0.232744,30.35177852,76.36454032,0.709
27.9,0.022208,-0.144736,0.257273,0.371164,-0.327277,0.026298,30.35177905,76.36454075,0.73
28.0,1.146561,-0.201135,1.539881,-0.072087,0.185528,-0.099716,30.3517796,76.36454118,0.751
28.1,0.729778,-0.694495,0.626864,-0.2742,-0.251767,-0.444101,30.35178017,76.36454163,0.772
28.2,1.060842,-0.561733,-0.735632,-0.47475,0.00347,-0.476363,30.35178075,76.36454208,0.793
28.3,0.022019,0.155927,-2.121057,0.261786,0.070608,-0.295894,30.35178135,76.36454255,0.813
28.4,0.679775,0.865376,0.040448,0.089816,-0.106839,-0.140406,30.35178196,76.36454303,0.833
28.5,-1.30658,0.948529,1.894031,-0.124956,-0.121627,0.111516,30.35178259,76.36454351,0.852
28.6,-1.315812,-0.690917,2.119262,-0.270345,0.458625,0.502571,30.35178324,76.36454401,0.872
28.7,0.674194,-0.680819,-1.125018,0.346764,0.209422,0.56432,30.3517839,76.36454452,0.891
28.8,0.891136,-0.545968,-2.266262,0.182469,0.117429,0.293182,30.35178457,76.36454503,0.909
28.9,1.396717,-0.138013,0.025218,0.258204,-0.501839,0.087001,30.35178526,76.36454556,0.927
29.0,1.015044,-0.157109,1.240664,-0.085991,-0.104476,-0.350914,30.35178596,76.3645461,0.945
29.1,-0.545133,-1.261583,3.033913,-0.991243,-0.102492,-1.117864,30.35178668,76.36454664,0.963
29.2,0.874203,-0.32937,-1.486318,0.059884,-0.129158,-0.109458,30.35178741,76.3645472,0.98
29.3,0.985512,-0.389082,-1.9667,-0.064999,-0.09224,0.025765,30.35178815,76.36454776,0.997
29.4,0.074126,0.647949,-0.26188,0.103602,-0.156295,0.0908,30.35178891,76.36454833,1.013
29.5,-1.06454,0.908564,2.038692,0.067978,0.454493,0.361767,30.35178968,76.36454891,1.029
29.6,0.092078,-0.152268,0.920034,-0.137328,0.489277,0.481757,30.35179046,76.3645495,1.045
29.7,0.681754,-0.837758,-0.419353,-0.131661,0.287739,0.308483,30.35179125,76.36455009,1.061
29.8,0.238628,-0.696734,-1.400863,0.142782,-0.080508,0.294846,30.35179206,76.3645507,1.076
29.9,0.537562,-0.071681,-0.478125,0.35287,-0.891638,0.345586,30.35179288,76.36455131,1.091
30.0,0.052388,0.462743,1.534661,-0.147425,-0.054187,-0.251441,30.35179371,76.36455192,1.105
30.1,-0.350433,-0.523684,2.304299,-0.481909,0.138636,-0.935749,30.35179455,76.36455255,1.119
30.2,1.023431,-1.082492,-2.355873,0.152614,0.150818,-0.379569,30.3517954,76.36455318,1.133
30.3,0.726515,-0.309873,-1.513418,-0.293966,0.166508,-0.289726,30.35179626,76.36455382,1.147
30.4,0.360153,1.136614,-1.025393,-0.003837,-0.039709,0.056067,30.35179714,76.36455447,1.16
30.5,-1.22344,0.836482,2.77957,0.02751,-0.002517,0.23927,30.35179802,76.36455512,1.173
30.6,-0.28976,-0.572048,1.534661,0.00998,0.296707,0.426571,30.35179891,76.36455578,1.185
30.7,0.62385,0.056108,-0.623891,0.233091,-0.062648,0.799376,30.35179982,76.36455644,1.197
30.8,-0.591187,-1.087949,-1.947362,-0.265783,0.071001,0.138995,30.35180073,76.36455711,1.209
30.9,-0.186139,-0.188954,-1.470902,0.081399,-0.201855,0.12699,30.35180165,76.36455779,1.221
31.0,0.224898,-0.153693,2.319985,-0.220373,-0.284431,-0.034189,30.35180259,76.36455847,1.232
31.1,-0.247371,-1.019364,2.833394,-0.744355,0.006991,-1.099636,30.35180353,76.36455916,1.243
31.2,-0.013519,-0.894052,-0.967604,0.038073,0.128048,-0.267207,30.35180447,76.36455985,1.253
31.3,0.549896,0.201159,-1.434158,-0.162186,-0.013595,-0.082714,30.35180543,76.36456054,1.263
31.4,0.808318,1.035429,-0.61995,0.131761,-0.189821,-0.158658,30.3518064,76.36456124,1.273
31.5,-0.347184,0.712496,2.804073,0.058342,-0.281367,0.065489,30.35180737,76.36456195,1.283
31.6,-0.369337,-0.176895,1.404897,0.171776,0.358427,0.592646,30.35180835,76.36456266,1.292
31.7,0.081183,-0.160584,-1.381532,0.239246,-0.2683,0.739504,30.35180934,76.36456337,1.301
31.8,0.19089,-0.881694,-2.179849,0.115501,0.130156,0.289274,30.35181034,76.36456409,1.309
31.9,-0.253095,0.0154,-1.331518,0.17934,-0.206283,0.074974,30.35181134,76.36456481,1.317
32.0,-0.026914,-0.128992,2.471289,-1.047425,0.132053,-0.279682,30.35181235,76.36456554,1.325
32.1,0.397576,-0.520861,2.072285,0.122646,-0.01269,-0.555385,30.35181336,76.36456626,1.333
32.2,0.476064,-0.714855,0.071609,-0.104435,0.25608,-0.349712,30.35181438,76.364567,1.34
32.3,0.767346,-0.065817,-2.103061,0.041068,0.077049,-0.307762,30.35181541,76.36456773,1.346
32.4,0.321696,0.699579,-0.538147,0.181063,-0.363559,0.030968,30.35181644,76.36456847,1.353
32.5,-0.180805,0.587238,0.678027,0.32603,-0.16224,0.086846,30.35181748,76.36456921,1.359
32.6,1.746059,-0.411516,-0.064034,0.451391,0.131148,0.314997,30.35181852,76.36456995,1.365
32.7,-0.060075,-0.614861,0.676388,-0.244986,-0.025591,0.241813,30.35181957,76.36457069,1.37
32.8,0.609383,-0.810378,-1.442534,0.046504,0.207032,0.166394,30.35182062,76.36457144,1.375
32.9,-0.207865,-0.331449,-0.230831,-0.25084,-0.343738,0.040395,30.35182168,76.36457218,1.38
33.0,-0.403157,0.222234,0.896339,0.24609,0.033287,-0.083982,30.35182274,76.36457293,1.385
33.1,0.582866,0.034942,0.96478,-0.176732,0.090503,-0.559029,30.3518238,76.36457368,1.389
33.2,-0.118656,-0.729327,0.847429,-0.332521,0.264186,-0.383572,30.35182487,76.36457443,1.393
33.3,0.849605,-0.08072,-1.854344,0.161043,-0.041526,-0.037223,30.35182594,76.36457519,1.396
33.4,0.243888,0.15688,-2.013353,0.173457,-0.01345,-0.107953,30.35182702,76.36457594,1.399
33.5,0.290985,0.50846,0.403524,0.085499,-0.02898,0.096538,30.3518281,76.36457669,1.402
33.6,0.915279,0.79266,0.870344,0.064741,0.694795,0.369088,30.35182918,76.36457745,1.404
33.7,-1.007325,-0.353638,1.022888,-0.206416,0.04042,0.270332,30.35183026,76.3645782,1.407
33.8,0.511197,-0.431046,-0.868781,-0.067593,-0.073905,0.247667,30.35183134,76.36457896,1.408
33.9,-0.547579,0.09782,-2.019577,0.404778,0.149119,0.154483,30.35183243,76.36457971,1.41
34.0,-0.074639,0.153957,-0.349345,0.319787,-0.146573,0.011275,30.35183351,76.36458047,1.411
34.1,0.472611,0.281779,1.900369,-0.020008,-0.035315,-0.23995,30.3518346,76.36458122,1.412
34.2,-1.264426,-1.303018,2.218492,-0.375226,0.284086,-0.778997,30.35183569,76.36458197,1.412
34.3,1.290836,0.040281,-1.127901,0.184358,-0.168805,-0.288711,30.35183678,76.36458272,1.412
34.4,0.280559,-0.222149,-1.303845,0.170196,-0.065521,-0.440876,30.35183787,76.36458347,1.412
34.5,0.226305,0.353381,-0.658348,0.195682,-0.032207,-0.143786,30.35183896,76.36458422,1.411
34.6,-0.753445,0.346172,0.190337,0.208276,0.472927,0.299254,30.35184006,76.36458497,1.411
34.7,-0.55815,-0.395927,1.012846,-0.302013,0.264791,0.32113,30.35184115,76.36458571,1.409
34.8,-0.246733,-0.743213,0.400267,-0.219676,-0.280069,0.284258,30.35184224,76.36458646,1.408
34.9,-0.011508,-0.479971,-1.323571,0.116347,0.082687,0.31499,30.35184333,76.3645872,1.406
35.0,-0.302725,-0.119773,-0.528007,0.141851,-0.07623,0.166158,30.35184442,76.36458794,1.404
35.1,0.508667,0.060695,1.089267,0.045077,-0.023518,0.019171,30.3518455,76.36458868,1.401
35.2,1.915259,-0.082319,1.083474,-0.595813,-0.488562,-0.55366,30.35184659,76.36458941,1.398
35.3,0.333056,-0.046932,0.503422,-0.260917,-0.013591,-0.257825,30.35184767,76.36459014,1.395
35.4,0.411808,0.397861,-1.539255,0.166552,-0.014114,-0.161034,30.35184876,76.36459087,1.391
35.5,0.013227,0.204867,-1.093526,0.151266,-0.085955,-0.16613,30.35184984,76.36459159,1.387
35.6,-0.649593,0.378914,1.22892,-0.06281,0.172556,0.015143,30.35185091,76.36459232,1.383
35.7,0.094925,0.185915,0.811853,-0.214553,0.205331,0.2442,30.35185199,76.36459303,1.379
35.8,-0.341426,0.91152,-0.275663,0.110476,-0.014603,0.494641,30.35185306,76.36459375,1.374
35.9,0.445335,-0.100567,-0.944267,0.028224,-0.101115,0.292429,30.35185413,76.36459446,1.369
36.0,-0.257111,0.265646,-1.656986,0.284106,-0.136616,0.119053,30.3518552,76.36459516,1.363
36.1,0.016897,0.22745,0.204161,0.413599,-0.320216,-0.057922,30.35185626,76.36459586,1.357
36.2,0.134119,-0.187797,1.618451,-0.418936,-0.091983,-0.618921,30.35185732,76.36459656,1.351
36.3,-0.51218,-0.65809,1.183779,-0.413698,0.376939,-0.339227,30.35185837,76.36459725,1.344
36.4,0.495852,0.075769,-1.366423,0.158463,-0.065266,-0.104829,30.35185942,76.36459794,1.337
36.5,0.236549,0.387839,-1.813744,0.220698,-0.223564,-0.10889,30.35186046,76.36459862,1.33
36.6,-0.368358,0.304329,-0.124286,-0.059586,-0.066144,-0.037472,30.3518615,76.36459929,1.323
36.7,-0.032271,0.864271,1.195533,-0.162325,0.166257,0.374601,30.35186253,76.36459996,1.315
36.8,-0.637472,-0.414568,2.552232,-0.579147,0.19867,0.216642,30.35186356,76.36460063,1.306
36.9,0.581596,0.068506,-1.160813,-0.100671,0.018677,0.148892,30.35186459,76.36460129,1.298
37.0,0.000398,0.127063,-1.725368,0.182717,-0.117523,0.159978,30.3518656,76.36460194,1.289
37.1,0.408353,0.461124,-0.020434,0.109154,-0.295654,-0.017668,30.35186661,76.36460259,1.28
37.2,0.061647,0.375079,1.378346,0.114304,-0.013838,-0.172029,30.35186762,76.36460322,1.27
37.3,0.401015,-0.388299,2.158406,0.071817,-0.24969,-0.724666,30.35186861,76.36460386,1.26
37.4,0.383941,0.02172,-0.973393,-0.267212,-0.024274,-0.36137,30.3518696,76.36460448,1.25
37.5,0.014086,0.326132,-2.432436,0.097433,0.157567,-0.160241,30.35187059,76.3646051,1.24
37.6,0.203673,0.635278,-0.786445,-0.014238,-0.04886,-0.044875,30.35187156,76.36460571,1.229
37.7,-0.81355,0.13182,3.106003,-0.107067,0.084563,0.175316,30.35187253,76.36460631,1.217
37.8,-0.268342,-0.169799,1.999869,-0.200288,0.017583,0.327264,30.35187349,76.36460691,1.206
37.9,-0.646154,-0.294017,-0.470656,0.141721,0.199601,0.5292,30.35187444,76.3646075,1.194
38.0,0.031637,-0.841349,-2.249665,0.042326,0.129004,0.343822,30.35187538,76.36460808,1.182
38.1,-0.288103,-0.365727,-1.023397,0.025727,-0.206476,0.302131,30.35187632,76.36460865,1.169
38.2,0.162188,0.254756,0.94661,0.148377,-0.220219,0.114699,30.35187724,76.36460921,1.156
38.3,0.720733,0.245231,2.434515,-0.215968,-0.374956,-0.515749,30.35187816,76.36460977,1.143
38.4,0.576288,-0.734489,0.302289,-0.236677,0.036202,-0.426779,30.35187906,76.36461031,1.13
38.5,0.483507,-0.114341,-1.29989,-0.120026,-0.219125,-0.402306,30.35187996,76.36461085,1.116
38.6,-0.269839,0.496852,-1.436846,0.080027,-0.025704,-0.249337,30.35188085,76.36461137,1.102
38.7,-0.995631,0.673903,1.07463,0.038769,0.161666,0.016115,30.35188172,76.36461189,1.087
38.8,0.56963,0.934045,0.392968,0.081692,-0.123317,0.200183,30.35188259,76.3646124,1.072
38.9,-1.414866,-0.207599,0.886116,-0.334897,0.417144,0.294304,30.35188344,76.3646129,1.057
39.0,0.030544,-0.489401,-1.141209,0.065473,0.029864,0.215729,30.35188429,76.36461338,1.042
39.1,-0.465672,-0.247504,-1.537357,0.254578,-0.06252,0.204756,30.35188512,76.36461386,1.026
39.2,0.168677,0.066772,0.008079,0.167123,-0.203076,0.059202,30.35188594,76.36461433,1.01
39.3,1.395398,0.023588,1.714006,-0.230844,-0.237443,-0.413104,30.35188675,76.36461478,0.993
39.4,-0.158159,-1.134647,2.410559,-0.362022,0.184314,-0.584454,30.35188755,76.36461523,0.977
39.5,1.064697,-0.22111,-3.424418,0.008272,0.013807,-0.340489,30.35188833,76.36461566,0.96
39.6,0.401654,0.270918,-1.977004,-0.089076,0.179773,-0.264483,30.3518891,76.36461609,0.942
39.7,0.044104,1.141367,0.415372,-0.144088,0.077252,0.055052,30.35188986,76.3646165,0.925
39.8,-0.522498,1.222408,1.683085,0.175738,0.33129,0.420913,30.35189061,76.3646169,0.907
39.9,-0.731935,-0.275637,1.04501,-0.129737,0.34464,0.364932,30.35189134,76.36461729,0.888
40.0,0.670275,-0.12292,-0.692776,0.258477,-0.216259,0.457594,30.35189206,76.36461766,0.87
40.1,0.141504,-0.374189,-1.834797,0.181696,0.105591,0.18198,30.35189277,76.36461803,0.851
40.2,0.338597,-0.080412,0.283396,0.078029,-0.395082,0.02795,30.35189346,76.36461838,0.831
40.3,0.973064,0.275165,1.881997,0.259909,-0.310107,0.045519,30.35189414,76.36461872,0.812
40.4,0.541434,-0.500497,1.55693,-0.420296,-0.296182,-0.654804,30.3518948,76.36461904,0.792
40.5,0.286565,-0.501566,-1.238196,-0.04675,-0.147171,-0.422476,30.35189545,76.36461936,0.772
40.6,0.357211,-0.345583,-1.849023,-0.037523,-0.05034,-0.242677,30.35189608,76.36461966,0.751
40.7,-0.246942,0.453167,-0.832633,-0.002012,-0.163912,-0.064246,30.3518967,76.36461994,0.731
40.8,0.189306,1.087295,1.506522,0.094791,0.053366,0.32335,30.3518973,76.36462022,0.71
40.9,0.521684,0.778016,1.926976,-0.294792,-0.086313,0.177606,30.35189789,76.36462048,0.688
41.0,-0.927872,-0.187195,0.225947,-0.072011,0.436456,0.268011,30.35189846,76.36462072,0.667
41.1,0.045009,-0.61995,-1.58231,0.126902,0.221584,0.264795,30.35189902,76.36462095,0.645
41.2,0.016373,-0.663127,-1.321541,0.195313,-0.459772,0.248399,30.35189955,76.36462117,0.623
41.3,0.611677,-0.496902,0.994169,0.112638,0.104951,-0.166716,30.35190007,76.36462137,0.6
41.4,1.157601,0.45255,0.659502,0.079719,0.060249,-0.330221,30.35190058,76.36462156,0.578
41.5,-0.730158,0.341443,1.899899,-0.21064,0.131075,-0.393687,30.35190106,76.36462173,0.555
41.6,0.321204,0.219798,-1.770547,0.174578,-0.076619,-0.095625,30.35190153,76.36462189,0.532
41.7,0.714922,0.425668,-1.976707,0.15688,-0.171409,-0.178664,30.35190198,76.36462203,0.509
41.8,-0.40017,0.690282,0.642667,-0.059329,-0.055072,-0.017126,30.35190242,76.36462216,0.486
41.9,0.611543,0.69964,2.217275,-0.177706,-0.547071,0.012116,30.35190283,76.36462227,0.462
42.0,-0.418914,-0.535979,0.968198,-0.059722,0.027859,0.265662,30.35190323,76.36462237,0.439
42.1,0.157562,-0.552087,-1.312686,0.057941,0.149406,0.185649,30.35190361,76.36462245,0.415
42.2,-0.446486,-0.166113,-1.9904,0.219356,-0.155985,0.058194,30.35190396,76.36462251,0.392
42.3,-0.171175,0.043841,0.843796,0.061407,-0.154337,-0.09445,30.3519043,76.36462256,0.368
42.4,0.58809,0.171336,0.861006,0.005244,0.161336,-0.067741,30.35190462,76.36462259,0.345
42.5,-0.560184,-0.245474,1.851211,-0.529108,0.322252,-0.498389,30.35190492,76.3646226,0.325
42.6,0.338297,0.020461,-2.03149,0.231151,-0.085752,-0.156732,30.35190521,76.36462258,0.321
42.7,0.245295,0.497372,-1.892926,0.184208,-0.117746,-0.065836,30.35190549,76.36462248,0.341
42.8,0.138787,1.029468,0.051617,0.064803,-0.083407,-0.058491,30.35190577,76.36462231,0.373
42.9,0.242014,0.597745,0.94617,0.115343,0.293947,0.389872,30.35190606,76.36462207,0.416
43.0,-0.463803,-0.001111,1.61349,-0.155264,-0.043907,0.37653,30.35190634,76.36462175,0.464
43.1,-0.029451,-0.665605,-1.607243,0.22296,0.117179,0.21634,30.35190662,76.36462136,0.516
43.2,-0.393591,-0.339643,-2.660061,0.154128,0.146987,0.122566,30.3519069,76.3646209,0.57
43.3,-0.472795,-0.167257,0.139055,0.019758,-0.209154,-0.040249,30.35190718,76.36462037,0.626
43.4,0.001896,0.259903,2.046473,-0.262406,-0.159505,-0.112078,30.35190747,76.36461977,0.682
43.5,-0.64856,-0.956605,2.655403,-0.720226,0.288749,-0.505235,30.35190774,76.3646191,0.739
43.6,0.214404,-0.067865,-1.412307,0.246914,-0.067757,0.040819,30.35190802,76.36461837,0.795
43.7,0.026684,0.207983,-2.148212,0.10055,0.222217,0.06036,30.3519083,76.36461758,0.851
43.8,0.292549,0.555344,-0.427574,-0.005533,-0.059267,0.020586,30.35190858,76.36461672,0.906
43.9,-0.701465,0.951254,1.525112,0.071683,0.281182,0.309484,30.35190886,76.3646158,0.961
44.0,-0.506975,-0.266687,3.230725,-0.618842,-0.314876,0.09179,30.35190913,76.36461483,1.014
44.1,0.210289,-0.398505,-0.825619,0.48081,-0.283883,0.599508,30.35190941,76.36461379,1.067
44.2,-0.486208,-0.337862,-2.626292,0.000799,0.126056,0.368039,30.35190968,76.3646127,1.119
44.3,-0.491602,0.284822,-0.864156,0.066286,-0.292582,0.258217,30.35190995,76.36461155,1.17
44.4,0.068976,0.036179,1.795834,0.108512,-0.397956,0.046475,30.35191023,76.36461035,1.219
44.5,0.523435,-0.948631,2.426847,0.087389,0.174651,-0.127279,30.3519105,76.36460909,1.268
44.6,0.564153,-0.476206,-0.507029,0.191653,0.256181,-0.104914,30.35191077,76.36460778,1.315
44.7,0.045329,-0.673999,-1.834807,0.13263,-0.034431,-0.061216,30.35191103,76.36460642,1.362
44.8,-0.33826,0.094453,-2.494231,0.009766,-0.096682,0.085071,30.3519113,76.36460502,1.407
44.9,-1.559093,0.576327,0.439282,-0.105646,-0.125967,0.496423,30.35191157,76.36460356,1.451
45.0,-1.760326,0.264366,2.58871,0.085111,0.414856,1.248357,30.35191183,76.36460206,1.493
45.1,-1.400967,-0.630153,2.347046,-0.038065,0.290313,1.707657,30.3519121,76.36460051,1.535
45.2,-2.614155,-1.936272,-0.303529,0.095399,0.420293,1.699457,30.35191236,76.36459892,1.575
45.3,-1.794006,-1.437485,-2.100095,0.456368,0.448373,1.778573,30.35191262,76.36459729,1.614
45.4,-0.879668,-1.019732,0.198556,0.223895,0.301906,1.448412,30.35191288,76.36459562,1.652
45.5,-0.406513,-0.723695,1.248305,-0.068317,0.493584,0.974437,30.35191314,76.3645939,1.689
45.6,-0.630903,-1.371842,2.967689,-0.720143,0.602831,0.26971,30.35191339,76.36459215,1.724
45.7,0.132897,-0.374535,-1.701529,0.181698,0.575752,0.886705,30.35191365,76.36459036,1.758
45.8,0.379349,0.188393,-1.607391,0.095301,0.14358,0.763369,30.3519139,76.36458854,1.791
45.9,0.380772,0.471566,-0.88381,0.056123,0.070824,0.611496,30.35191415,76.36458668,1.823
46.0,-0.703742,0.432531,1.357204,0.067236,0.081525,0.616904,30.3519144,76.36458479,1.853
46.1,-0.795449,0.074037,2.817961,-0.1279,-0.053581,0.480882,30.35191465,76.36458286,1.882
46.2,-0.846346,-0.322258,1.407423,0.304813,-0.241938,0.721678,30.3519149,76.36458091,1.91
46.3,-0.864658,-1.078892,-1.950894,0.324598,0.37995,0.710076,30.35191514,76.36457893,1.936
46.4,-1.208145,-0.583251,-1.906536,0.299627,0.03682,0.475465,30.35191538,76.36457692,1.962
46.5,-0.047426,0.053448,0.424638,0.038882,-0.279725,0.260093,30.35191562,76.36457488,1.986
46.6,-0.153901,-0.879151,2.711475,-0.525991,0.173591,-0.525842,30.35191586,76.36457282,2.009
46.7,-0.620358,-1.49353,2.038733,-0.107829,0.226861,-0.278365,30.3519161,76.36457074,2.03
46.8,0.795552,-0.569633,-2.632572,0.046904,0.265941,-0.1186,30.35191633,76.36456863,2.05
46.9,0.176154,-0.304443,-1.820219,0.007496,0.006488,-0.263332,30.35191656,76.3645665,2.069
47.0,-0.304686,-0.04698,0.948012,0.010682,-0.070477,-0.121513,30.35191679,76.36456436,2.087
47.1,-0.994113,0.529542,0.726349,0.22027,0.4131,0.442441,30.35191702,76.36456219,2.103
47.2,-1.007018,-0.19915,1.399246,-0.153282,0.076161,0.599242,30.35191725,76.36456001,2.118
47.3,0.341181,-0.912678,-0.470774,-0.001202,-0.124533,0.433387,30.35191747,76.36455781,2.132
47.4,-0.219132,-0.872288,-1.960042,0.38054,0.044226,0.326074,30.35191769,76.3645556,2.145
47.5,-0.263803,-0.374745,-0.220222,0.267591,-0.192424,0.156754,30.35191791,76.36455338,2.156
47.6,0.822941,-0.424068,1.751275,0.015368,-0.276114,-0.266457,30.35191813,76.36455114,2.166
47.7,0.57885,-0.820588,1.407562,-0.43718,0.210675,-0.792134,30.35191834,76.36454889,2.175
47.8,0.059664,-0.820344,-0.220458,-0.102356,0.037927,-0.305962,30.35191856,76.36454664,2.182
47.9,0.230523,0.32855,-2.339037,0.37035,0.099459,-0.097131,30.35191876,76.36454438,2.188
48.0,-0.448111,0.74789,-0.700817,-0.008476,0.014873,-0.194863,30.35191897,76.36454211,2.193
48.1,-1.017402,0.492933,0.622684,0.07488,0.27851,0.143519,30.35191918,76.36453984,2.197
48.2,0.311776,-1.437842,3.481957,-0.470065,-0.266215,0.209264,30.35191938,76.36453756,2.199
48.3,0.545496,-2.015038,0.383531,0.111504,-0.304061,0.377921,30.35191958,76.36453528,2.2
48.4,0.620869,-1.731044,-1.740071,0.101329,-0.04699,0.275647,30.35191977,76.364533,2.2
48.5,0.128787,-1.186185,-1.275203,0.100524,-0.34557,0.049012,30.35191997,76.36453072,2.198
48.6,-0.037482,-0.693699,2.075754,-0.33021,-0.13027,-0.286281,30.35192016,76.36452845,2.195
48.7,1.184943,-1.829381,1.137025,-0.434625,-0.123779,-0.83549,30.35192034,76.36452617,2.191
48.8,-0.021374,-1.280467,2.90681,-0.948696,0.136363,-0.35437,30.35192053,76.3645239,2.186
48.9,0.474791,-0.045653,-0.891456,0.134542,0.11675,0.038132,30.35192071,76.36452164,2.179
49.0,-0.200997,0.145455,0.02241,0.277489,0.104521,0.1333,30.35192089,76.36451939,2.171
49.1,-0.353854,-0.121115,2.26918,0.473959,0.129449,0.329603,30.35192107,76.36451714,2.162
49.2,0.772647,-0.284952,1.602658,0.223562,-0.440794,0.146644,30.35192124,76.3645149,2.151
49.3,0.042602,-1.38113,0.222566,0.351934,-0.058864,0.364588,30.35192141,76.36451268,2.14
49.4,-0.059583,-1.388594,-1.381556,-0.175439,0.211274,0.034746,30.35192158,76.36451047,2.126
49.5,-0.36352,-1.267178,-1.078318,0.250678,-0.125155,0.128381,30.35192174,76.36450827,2.112
49.6,0.066359,-0.690872,0.743439,0.290059,-0.303308,-0.069371,30.3519219,76.36450609,2.096
49.7,1.135857,-0.362098,0.192214,-0.138666,-0.065784,-0.309145,30.35192206,76.36450392,2.079
49.8,0.556506,0.574558,0.591744,-0.315055,-0.008782,-0.247247,30.35192221,76.36450177,2.061
49.9,0.393654,1.035946,-1.128412,-0.156953,-0.012305,-0.354704,30.35192236,76.36449964,2.042
50.0,0.01506,1.404614,-2.029103,0.17757,-0.021522,-0.230686,30.35192251,76.36449753,2.021
50.1,-1.091036,1.318442,1.282683,-0.035499,-0.119849,-0.117806,30.35192265,76.36449545,1.999
50.2,0.129841,1.23647,0.985051,0.078225,-0.012491,0.283218,30.35192279,76.36449339,1.975
50.3,-1.235336,0.343762,0.910117,-0.292582,0.293832,0.206604,30.35192293,76.36449135,1.95
50.4,0.254907,0.05542,-2.448953,0.293354,0.207463,0.48579,30.35192306,76.36448934,1.924
50.5,-0.05076,0.355593,-2.019158,0.232624,-0.179383,0.313918,30.35192319,76.36448735,1.897
50.6,-0.486459,0.359736,0.355746,0.086386,-0.115256,-0.01674,30.35192332,76.3644854,1.869
50.7,0.833875,0.494989,0.890347,-0.072346,0.221828,-0.256924,30.35192344,76.36448347,1.839
50.8,-0.264348,-0.004158,0.544468,-0.213089,0.136853,-0.250661,30.35192356,76.36448158,1.808
50.9,0.293556,0.614657,-2.066186,0.069764,0.183735,0.098965,30.35192367,76.36447972,1.775
51.0,0.376433,1.221662,-2.804375,-0.02704,-0.005366,-0.027832,30.35192378,76.36447789,1.741
51.1,-0.237708,1.422844,0.250022,-0.121104,0.228621,0.065351,30.35192389,76.3644761,1.706
51.2,0.575324,1.326705,2.227268,-0.167119,-0.176295,0.172539,30.35192399,76.36447435,1.67
51.3,0.653808,1.129136,1.074738,0.213879,-0.467063,0.599152,30.35192409,76.36447264,1.632
51.4,0.594192,-0.012536,-2.092521,0.148767,0.028236,0.285787,30.35192419,76.36447096,1.594
51.5,-0.147669,0.658793,-2.053049,0.384793,-0.125318,0.21284,30.35192428,76.36446932,1.553
51.6,0.337894,0.689799,0.367619,0.258923,-0.285644,-0.134611,30.35192437,76.36446773,1.512
